Orthogroup	GCA_000008865.2	MG1655	Wolbachia	fragilis
OG0003542	BAB37899.1	AAC76624.1		
OG0003543	BAB37900.1	AAC76625.1		
OG0003544	BAB37901.1	AAC76626.1		
OG0003545	BAB37906.1	AAC76629.1		
OG0003546	BAB37907.1	AAC76630.1		
OG0003547	BAB37912.1	AAC76635.1		
OG0003548	BAB37914.2	AAC76637.2		
OG0003549	BAB37915.2	AAC76638.2		
OG0003550	BAB37917.1	AAC76640.1		
OG0003551	BAB37919.1	AAC76642.2		
OG0003552	BAB37921.1	AAC76644.1		
OG0003553	BAB37922.1	AAC76645.1		
OG0003554	BAB37926.1	AAC76649.1		
OG0003555	BAB37928.2	AAC76654.1		
OG0003556	BAB37930.1	AAC76656.1		
OG0003557	BAB37939.2	AAC76665.2		
OG0003558	BAB37940.1	AAC76666.1		
OG0003559	BAB37941.1	AYC08250.1		
OG0003560	BAB37944.2	AAC76670.2		
OG0003561	BAB37945.2	AAC76671.2		
OG0003562	BAB37949.2	AAC76675.1		
OG0003563	BAB37952.1	AAC76677.1		
OG0003564	BAB37954.1	AAC76679.1		
OG0003565	BAB38017.1	AAC76683.1		
OG0003566	BAB38018.1	AAC76684.1		
OG0003567	BAB38021.1, BBE29400.1			
OG0003568	BAB38022.2	AAC76686.2		
OG0003569	BAB38025.1	AAC76688.1		
OG0003570	BAB38026.1	AAC76689.1		
OG0003571	BAB38034.1	AAC76693.1		
OG0003572	BAB38035.1	AAC76694.1		
OG0003573	BAB38036.1	AAC76695.1		
OG0003574	BAB38037.2	AAC76696.2		
OG0003575	BAB38038.1	AAC76697.1		
OG0003576	BAB38039.1	AAC76698.1		
OG0003577	BAB38040.1	AAC76699.1		
OG0003578	BAB38041.1	AAC76700.1		
OG0003579	BAB38043.1	AAC76702.1		
OG0003580	BAB38044.2	AAC76703.2		
OG0003581	BAB38046.2	AYC08253.1		
OG0003582	BAB38049.2	AAC76709.2		
OG0003583	BAB38050.1	AAC76710.1		
OG0003584	BAB38051.2	AAC76711.2		
OG0003585	BAB38052.2	AAC76712.3		
OG0003586	BAB38053.2	AAC76713.2		
OG0003587	BAB38054.1	AAT48200.1		
OG0003588	BAB38056.2	AAC76721.2		
OG0003589	BAB38062.2	AAC76727.1		
OG0003590	BAB38067.1	AAC76730.1		
OG0003591	BAB38068.2	AAC76731.2		
OG0003592	BAB38069.1	AAC76732.1		
OG0003593	BAB38070.1	AAC76733.1		
OG0003594	BAB38071.1	AAC76734.1		
OG0003595	BAB38072.2	AAC76735.2		
OG0003596	BAB38073.1	AAC76736.1		
OG0003597	BAB38075.1	AAC76738.1		
OG0003598	BAB38087.1	AAC76751.1		
OG0003599	BAB38101.1	AAC76759.1		
OG0003600	BAB38102.1	AAC76760.1		
OG0003601	BAB38104.2	AAC76762.2		
OG0003602	BAB38107.1	AAC76765.1		
OG0003603	BAB38112.1	AAT48204.1		
OG0003604	BAB38113.1	AAC76771.2		
OG0003605	BAB38118.1	AAC76776.1		
OG0003606	BAB38119.1	AAC76777.1		
OG0003607	BAB38122.1	AAC77485.1		
OG0003608	BAB38124.1	AAC77487.1		
OG0003609	BAB38126.1	AAC77489.1		
OG0003610	BAB38129.1	AAC77492.1		
OG0003611	BAB38130.1	AAC77493.1		
OG0003612	BAB38132.1	AAC76780.1		
OG0003613	BAB38134.1	AAT48209.1		
OG0003614	BAB38138.1	AYC08255.1		
OG0003615	BAB38141.2	AAC76790.2		
OG0003616	BAB38146.2	AAT48214.2		
OG0003617	BAB38148.1	AAC76797.1		
OG0003618	BAB38149.1	AAT48215.1		
OG0003619	BAB38150.1	AAC76800.1		
OG0003620	BAB38152.1	AAT48216.1		
OG0003621	BAB38154.1	AAC76804.1		
OG0003622	BAB38155.1	AAC76805.1		
OG0003623	BAB38156.1	AAC76806.1		
OG0003624	BAB38157.1	AAC76807.1		
OG0003625	BAB38159.1	AAC76809.1		
OG0003626	BAB38160.1	AAC76810.1		
OG0003627	BAB38163.1	AAC76813.1		
OG0003628	BAB38165.1	AAC76815.1		
OG0003629	BAB38168.1	AAT48219.1		
OG0003630	BAB38172.1	AAT48220.1		
OG0003631	BAB38173.2	AAC76823.2		
OG0003632	BAB38174.1	AAC76824.1		
OG0003633	BAB38176.1	AAT48222.1		
OG0003634	BAB38177.1	AAT48223.1		
OG0003635	BAB38178.1	AAT48224.1		
OG0003636	BAB38179.1	AAT48225.1		
OG0003637	BAB38180.1	AAC76830.1		
OG0003638	BAB38181.1	AAC76831.1		
OG0003639	BAB38182.1	AAC76832.1		
OG0003640	BAB38183.2	AAT48226.1		
OG0003641	BAB38184.1	AAC76834.1		
OG0003642	BAB38187.1	AAC76837.1		
OG0003643	BAB38190.1	AAT48228.1		
OG0003644	BAB38192.1	AAT48229.1		
OG0003645	BAB38193.1	AAC76845.1		
OG0003646	BAB38195.1	AAC76847.1		
OG0003647	BAB38196.1	AAT48230.1		
OG0003648	BAB38197.1	AAC76849.1		
OG0003649	BAB38198.1	AAC76850.1		
OG0003650	BAB38201.1	AAC76853.1		
OG0003651	BAB38202.2	AAC76854.2		
OG0003652	BAB38203.1	AAC76855.1		
OG0003653	BAB38204.1	AAC76856.1		
OG0003654	BAB38205.1	AAC76857.1		
OG0003655	BAB38206.1	AAC76858.1		
OG0003656	BAB38207.2	AAC76859.2		
OG0003657	BAB38208.1	AAC76860.1		
OG0003658	BAB38211.1	AAC76863.1		
OG0003659	BAB38213.1	AAC76865.1		
OG0003660	BAB38217.1	AAC76869.1		
OG0003661	BAB38218.1	AAC76870.1		
OG0003662	BAB38219.1	AAC76871.1		
OG0003663	BAB38220.1	AAC76872.1		
OG0003664	BAB38223.1	AAC76875.1		
OG0003665	BAB38225.1	AAC76876.1		
OG0003666	BAB38226.1	AAD13442.2		
OG0003667	BAB38227.1	AAD13443.1		
OG0003668	BAB38228.1	AAD13444.1		
OG0003669	BAB38229.2	AAD13445.2		
OG0003670	BAB38234.2	AAD13450.1		
OG0003671	BAB38238.2	AAD13451.4		
OG0003672	BAB38239.1	AAD13452.2		
OG0003673	BAB38240.1	AAD13453.1		
OG0003674	BAB38241.1	AAD13454.1		
OG0003675	BAB38244.1	AAC76877.1		
OG0003676	BAB38245.1	AAC76878.1		
OG0003677	BAB38246.1	AAC76879.1		
OG0003678	BAB38248.1	AAC76881.2		
OG0003679	BAB38249.1	AAC76882.1		
OG0003680	BAB38251.1	AAC76883.1		
OG0003681	BAB38252.1	AAC76884.1		
OG0003682	BAB38253.1	AAT48234.1		
OG0003683	BAB38255.1	AAC76887.1		
OG0003684	BAB38256.1	AAC76888.2		
OG0003685	BAB38257.1	AAC76890.1		
OG0003686	BAB38258.2	AAC76891.2		
OG0003687	BAB38259.2	AAC76892.2		
OG0003688	BAB38260.1	AAC76893.1		
OG0003689	BAB38261.1	AAC76894.1		
OG0003690	BAB38262.2	AAT48235.1		
OG0003691	BAB38266.1	AAC76900.1		
OG0003692	BAB38268.1	AAC76902.1		
OG0003693	BAB38269.1	AAC76903.1		
OG0003694	BAB38270.1	AAC76904.1		
OG0003695	BAB38271.1	AAC76905.1		
OG0003696	BAB38272.1	AAC76906.1		
OG0003697	BAB38274.1	AAC76908.1		
OG0003698	BAB38275.1	AAC76909.1		
OG0003699	BAB38276.2	AAC76910.1		
OG0003700	BAB38277.2, BAB38278.1			
OG0003701	BAB38283.2	AAC76915.1		
OG0003702	BAB38286.1	AAC76918.1		
OG0003703	BAB38289.1	AAC76919.1		
OG0003704	BAB38290.1	AAC76920.1		
OG0003705	BAB38292.1	AAC76922.1		
OG0003706	BAB38295.2	AAC76925.2		
OG0003707	BAB38296.1	AAC76926.1		
OG0003708	BAB38297.2	AAC76927.2		
OG0003709	BAB38299.2	AAT48236.1		
OG0003710	BAB38302.1	AAC76932.1		
OG0003711	BAB38305.1	AAC76935.1		
OG0003712	BAB38306.1	AAC76936.1		
OG0003713	BAB38308.1	AAC76938.1		
OG0003714	BAB38314.2	AAC76944.2		
OG0003715	BAB38317.1	AAC76945.3		
OG0003716	BAB38318.1	AAC76946.1		
OG0003717	BAB38319.1	AAC76947.1		
OG0003718	BAB38320.1	AAC76948.1		
OG0003719	BAB38324.2	AAC76952.1		
OG0003720	BAB38327.1	AAC76955.1		
OG0003721	BAB38335.1	AAC76963.1		
OG0003722	BAB38341.1	AAC76969.1		
OG0003723	BAB38344.1	AAC76972.2		
OG0003724	BAB38345.1	AAC76973.1		
OG0003725	BAB38347.2	AAC76975.1		
OG0003726	BAB38348.2	AAC76976.2		
OG0003727	BAB38355.1	AAC76984.1		
OG0003728	BAB38356.1	AAC76985.1		
OG0003729	BAB38357.1	AAC76986.1		
OG0003730	BAB38359.2	AAC76988.2		
OG0003731	BAB38362.1	AAC76991.1		
OG0003732	BAB38411.1	AAC74237.1		
OG0003733	BAB38412.1, BAB38414.1			
OG0003734	BAB38429.1	AAC76993.1		
OG0003735	BAB38432.1	AAC76996.1		
OG0003736	BAB38433.2	AAC76997.2		
OG0003737	BAB38434.1	AAC76998.1		
OG0003738	BAB38436.1	AAC77000.1		
OG0003739	BAB38440.1	AAC77004.1		
OG0003740	BAB38441.1	AAC77005.1		
OG0003741	BAB38442.1	AAC77006.1		
OG0003742	BAB38443.1	AAC77007.1		
OG0003743	BAB38445.2	AAC77009.2		
OG0003744	BAB38447.2	AAC77011.2		
OG0003745	BAB38449.1	AAC77013.1		
OG0003746	BAB38451.1	AAC77015.1		
OG0003747	BAB38453.1	AAC77018.1		
OG0003748	BAB38454.1	AAC77019.3		
OG0003749	BAB38455.2	AAC77020.2		
OG0003750	BAB38459.1	AAC77024.1		
OG0003751	BAB38460.1	AAC77025.1		
OG0003752	BAB38462.1	AAC77027.1		
OG0003753	BAB38465.2	AAC77030.2		
OG0003754	BAB38466.1	AAC77031.1		
OG0003755	BAB38468.1	AAC77033.1		
OG0003756	BAB38470.1	AAC77035.1		
OG0003757	BAB38471.1	AAC77036.1		
OG0003758	BAB38472.1	AAC77037.1		
OG0003759	BAB38473.1	AAC77038.1		
OG0003760	BAB38476.2	AAC77041.2		
OG0003761	BAB38477.1	AAC77042.1		
OG0003762	BAB38478.1	AAC77043.1		
OG0003763	BAB38479.2	AAD13457.1		
OG0003764	BAB38481.1	AAD13459.1		
OG0003765	BAB38483.1	AAD13461.1		
OG0003766	BAB38484.1	AAD13462.1		
OG0003767	BAB38486.2	AAD13464.2		
OG0003768	BAB38487.1	AAD13465.1		
OG0003769	BAB38488.1	ABP93459.1		
OG0003770	BAB38489.2	AAC77044.2		
OG0003771	BAB38498.1	AAC77053.1		
OG0003772	BAB38499.1	AAC77054.1		
OG0003773	BAB38500.1	AAC77055.1		
OG0003774	BAB38501.1	AAC77056.1		
OG0003775	BAB38502.1	AAC77057.1		
OG0003776	BAB38503.1	AAT48240.1		
OG0003777	BAB38504.1	AAC77059.1		
OG0003778	BAB38505.1	AAC77060.1		
OG0003779	BAB38506.1	AAC77061.1		
OG0003780	BAB38507.1	AAC77062.1		
OG0003781	BAB38508.1	AAC77063.1		
OG0003782	BAB38510.1	AAC77066.1		
OG0003783	BAB38511.1	AAC77067.1		
OG0003784	BAB38512.1	AAC77068.1		
OG0003785	BAB38513.1	AAC77069.1		
OG0003786	BAB38514.1	AAC77070.1		
OG0003787	BAB38515.2	AAC77071.2		
OG0003788	BAB38516.1	AAC77072.1		
OG0003789	BAB38517.2	AAC77073.1		
OG0003790	BAB38521.1	AAC77077.1		
OG0003791	BAB38522.1	AAC77078.2		
OG0003792	BAB38524.1	AAC77080.1		
OG0003793	BAB38525.1	AAC77081.2		
OG0003794	BAB38526.1	AAC77082.1		
OG0003795	BAB38528.1	AAC77084.1		
OG0003796	BAB38529.1	AAC77085.1		
OG0003797	BAB38530.1	AAC77086.1		
OG0003798	BAB38531.1	AAC77087.1		
OG0003799	BAB38533.1	AAC77089.1		
OG0003800	BAB38535.1	AAC77091.1		
OG0003801	BAB38537.1	AAC77093.1		
OG0003802	BAB38538.1	AAC77094.1		
OG0003803	BAB38539.2	AAC77095.2		
OG0003804	BAB38544.1	AAC77100.2		
OG0003805	BAB38545.1	AAC77101.1		
OG0003806	BAB38548.2	AAC77104.2		
OG0003807	BAB38549.1	AAC77105.1		
OG0003808	BAB38554.1	AAC77110.1		
OG0003809	BAB38555.1	AAC77111.1		
OG0003810	BAB38556.1	AAC77112.1		
OG0003811	BAB38557.1	AAC77113.1		
OG0003812	BAB38559.2	AAC77115.2		
OG0003813	BAB38560.2	AAC77116.2		
OG0003814	BAB38561.1	AAC77119.1		
OG0003815	BAB38562.1	AAC77120.1		
OG0003816	BAB38564.2	AAC77122.2		
OG0003817	BAB38568.1	AAC77126.1		
OG0003818	BAB38571.1	AAC77129.1		
OG0003819	BAB38575.1	AAC77133.1		
OG0003820	BAB38577.1	AAC77135.1		
OG0003821	BAB38580.1	AAC77138.1		
OG0003822	BAB38581.1	AAC77139.1		
OG0003823	BAB38582.1	AAC77140.1		
OG0003824	BAB38583.1	AAC77141.1		
OG0003825	BAB38584.1	AAC77142.1		
OG0003826	BAB38585.1	AAC77143.1		
OG0003827	BAB38586.2	AAC77144.2		
OG0003828	BAB38587.2	AAC77145.2		
OG0003829	BAB38588.2	AAC77146.2		
OG0003830	BAB38589.1	AAC77147.1		
OG0003831	BAB38590.1	AAC77148.1		
OG0003832	BAB38593.1	AAC77151.1		
OG0003833	BAB38597.1	AAC77155.1		
OG0003834	BAB38598.1	AAC77156.1		
OG0003835	BAB38600.1	AAC77158.1		
OG0003836	BAB38603.2	AAC77161.1		
OG0003837	BAB38607.2	AAC77163.2		
OG0003838	BAB38609.1	AAC77165.1		
OG0003839	BAB38611.2	AAC77167.2		
OG0003840	BAB38613.2	AAC77168.1		
OG0003841	BAB38616.1	AAT48243.1		
OG0003842	BAB38617.1	AAC77173.1		
OG0003843	BAB38618.2	AAC77174.2		
OG0003844	BAB38620.1	AAC77176.1		
OG0003845	BAB38621.1	AAC77177.1		
OG0003846	BAB38622.1	AAC77178.1		
OG0003847	BAB38623.1	AAC77179.1		
OG0003848	BAB38625.2	AAC77181.2		
OG0003849	BAB38626.2	AAC77182.1		
OG0003850	BAB38628.1	AAC77184.1		
OG0003851	BAB38629.1	AAT48244.1		
OG0003852	BAB38630.2	AAC77187.3		
OG0003853	BAB38631.2	AAC77188.2		
OG0003854	BAB38632.1	AAC77189.1		
OG0003855	BAB38633.1	AAC77190.1		
OG0003856	BAB38634.1	AAC77191.1		
OG0003857	BAB38639.1	AAC77196.1		
OG0003858	BAB38640.1	AAC77197.1		
OG0003859	BAB38641.1	AAC77198.1		
OG0003860	BAB38646.1	AAC77203.1		
OG0003861	BAB38648.1	AAC77205.1		
OG0003862	BAB38649.1	AAC77206.1		
OG0003863	BAB38651.2	AAC77208.2		
OG0003864	BAB38652.2	AAC77209.2		
OG0003865	BAB38653.1	AAC77210.2		
OG0003866	BAB38655.1	AAC77212.1		
OG0003867	BAB38656.2	AAT48245.1		
OG0003868	BAB38657.1	AAT48246.1		
OG0003869	BAB38659.1	AAC77216.1		
OG0003870	BAB38661.1	AAC77218.1		
OG0003871	BAB38662.2	AAC77219.2		
OG0003872	BAB38663.1	AAC77220.1		
OG0003873	BAB38664.2	AAC77226.2		
OG0003874	BAB38683.1, BAB38686.1			
OG0003875	BAB38685.1			QRP89635.1
OG0003876	BAB38689.2	AAC77234.1		
OG0003877	BAB38693.2	AAC77267.2		
OG0003878	BAB38694.1	AAC77268.1		
OG0003879	BAB38695.1	AAC77269.1		
OG0003880	BAB38700.1	AAC77274.1		
OG0003881	BAB38701.1	AAC77275.1		
OG0003882	BAB38702.1	AAC77276.1		
OG0003883	BAB38705.1	AAC77279.1		
OG0003884	BAB38706.2	AAC77280.1		
OG0003885	BAB38707.1	AAC77281.1		
OG0003886	BAB38708.2	AAC77282.2		
OG0003887	BAB38709.1	AAC77284.1		
OG0003888	BAB38710.1	AAC77285.1		
OG0003889	BAB38711.2	AAC77286.2		
OG0003890	BAB38716.1	AAC77288.1		
OG0003891	BAB38719.1	AYC08261.1		
OG0003892	BAB38720.1	AAC77290.2		
OG0003893	BAB38721.2	AAC77291.2		
OG0003894	BAB38722.1	AAC77292.1		
OG0003895	BAB38723.1	AAC77293.1		
OG0003896	BAB38725.1	AAC77296.1		
OG0003897	BAB38726.1	AAC77297.1		
OG0003898	BAB38728.1			QRP89274.1
OG0003899	BAB38734.2	AAC77308.2		
OG0003900	BAB38735.1	AAC77309.1		
OG0003901	BAB38738.1	AAC77311.1		
OG0003902	BAB38739.1	AAC77312.1		
OG0003903	BAB38740.2	AAT48248.1		
OG0003904	BAB38741.2	AAC77314.4		
OG0003905	BAB38743.2	AAC77316.2		
OG0003906	BAB38744.1	AAC77317.1		
OG0003907	BAB38745.1	AAC77318.1		
OG0003908	BAB38748.1	AAC77321.1		
OG0003909	BAB38749.1	AAC77322.4		
OG0003910	BAB38750.1	AAC77323.1		
OG0003911	BAB38751.1	ABD18719.1		
OG0003912	BAB38752.1	AAC77324.1		
OG0003913	BAB38753.1	AAC77325.1		
OG0003914	BAB38754.1	AAC77326.1		
OG0003915	BAB38757.1	AAC77329.1		
OG0003916	BAB38759.2	AAC77331.2		
OG0003917	BAB38760.1	AAC77332.1		
OG0003918	BAB38764.2	AAC77335.1		
OG0003919	BAB38771.2	AAC77343.2		
OG0003920	BAB38773.2	AAC77345.2		
OG0003921	BAB38774.2	AAC77346.1		
OG0003922	BAB38775.2	AAC77347.2		
OG0003923	BAB38776.1	AAC77348.1		
OG0003924	BAB38777.1	AAC77349.1		
OG0003925	BAB38778.1	AAC77350.1		
OG0003926	BAB38779.1	AAC77351.1		
OG0003927	BAB38781.1	AAC77353.1		
OG0003928	BAB38782.1	AAC77354.1		
OG0003929	BAB38784.1	AAC77356.1		
OG0003930	BBE29393.1	AAT48124.1		
OG0003931	BBE29394.1	AAC73321.1		
OG0003932	BBE29397.1	ABD18641.1		
OG0003933	BBE29398.1	ABD18642.1		
OG0003934	BBE29399.1	ABD18645.1		
OG0003935	BBE29417.1	ABD18639.1		
OG0003936	BBE29420.1	AAT48127.1		
OG0003937	BBE29425.1	ABD18655.3		
OG0003938	BBE29426.1	ABP93443.1		
OG0003939	BBE29427.1	ABD18659.1		
OG0003940	BBE29430.1	ABD18661.1		
OG0003941	BBE29431.1	AAC74519.2		
OG0003942	BBE29433.1	ABP93445.1		
OG0003943	BBE29441.1	ABP93447.1		
OG0003944	BBE29442.1	ABD18672.1		
OG0003945	BBE29443.1	AAC74973.2		
OG0003946	BBE29450.1	ABD18689.1		
OG0003947	BBE29451.1	AYC08229.1		
OG0003948	BBE29452.1	ABD18693.1		
OG0003949	BBE29453.1	ABD18696.1		
OG0003950	BBE29454.1	ABD18697.1		
OG0003951	BBE29455.1	AYC08238.1		
OG0003952	BBE29456.1	ACO60006.1		
OG0003953	BBE29457.1	AYC08246.1		
OG0003954	BBE29458.1	ABD18700.1		
OG0003955	BBE29459.1	AAC76362.1		
OG0003956	BBE29460.1	ABD18701.1		
OG0003957	BBE29462.1	AAT48189.1		
OG0003958	BBE29463.1	AAT48191.1		
OG0003959	BBE29464.1	ABD18703.1		
OG0003960	BBE29465.1	ABD18704.1		
OG0003961	BBE29466.1	ABD18705.1		
OG0003962	BBE29467.1	ABP93456.1		
OG0003963	BBE29469.1	ABD18710.1		
OG0003964	BBE29475.1	ABP93458.1		
OG0003965	BBE29476.1	AAT48239.1		
OG0003966	BBE29477.1	ABD18711.1		
OG0003967	BBE29478.1	AAT48241.1		
OG0003968	BBE29479.1	AAT48242.1		
OG0003969	BBE29480.1	AAC77303.2		
OG0003970	BBE29481.1	ABD18720.2		
OG0003971		AAC73275.2		QRP88687.1
OG0003972		AAC73353.1, AAC75685.1		
OG0003973		AAC73354.2, AAC75684.2		
OG0003974		AAC73371.2, AAC77254.2		
OG0003975		AAC73372.1, AAC77253.1		
OG0003976		AAC73374.1		QRP87476.1
OG0003977		AAC73380.1, AAC75674.1		
OG0003978		AAC73600.1, AAC76508.2		
OG0003979		AAC73826.1		QRP87714.1
OG0003980		AAC74074.1, AAC74631.1		
OG0003981		AAC74418.2		QRP89924.1
OG0003982		AAC74454.2, AAC74620.1		
OG0003983		AAC74457.2, AAC74617.2		
OG0003984		AAC74478.1		QRP87828.1
OG0003985		AAC74480.1		QRP89512.1
OG0003986		AAC74623.2, ABD18647.1		
OG0003987		AAC75048.3		QRP90467.1
OG0003988		AAC75099.1		QRP89823.1
OG0003989		AAC75280.1		QRP87520.1
OG0003990		AAC75330.1		QRP88789.1
OG0003991		AAC75460.1		QRP88921.1
OG0003992		AAC77051.1		QRP90610.1
OG0003993		AAC77247.1		QRP90371.1
OG0003994		AAC77302.2, QNV50517.1		
OG0003995		AAT48198.1		QRP89438.1
OG0003996		ABD18634.1, ABD18698.1		
OG0003997		ABD18681.1		QRP88718.1
OG0003998		ABD18707.1		QRP87900.1
OG0003999		AYC08189.1, AYC08218.1		
OG0004000		AYC08207.1, AYC08215.1		
OG0004001		AYC08227.1		QRP90409.1
OG0004002		AYC08243.1		QRP87993.1
OG0004003		QNV50548.1, QNV50549.1		
OG0004004			QQM00380.1, QQM01442.1	
OG0004005			QQM00391.1, QQM00502.1	
OG0004006			QQM00466.1, QQM01406.1	
OG0004007			QQM00473.1	QRP87884.1
OG0004008			QQM00475.1, QQM00476.1	
OG0004009			QQM00525.1, QQM01245.1	
OG0004010			QQM00535.1	QRP90014.1
OG0004011			QQM00541.1	QRP87569.1
OG0004012			QQM00566.1, QQM01439.1	
OG0004013			QQM00567.1, QQM00823.1	
OG0004014			QQM00572.1, QQM00828.1	
OG0004015			QQM00573.1, QQM00829.1	
OG0004016			QQM00577.1, QQM01443.1	
OG0004017			QQM00578.1, QQM00861.1	
OG0004018			QQM00579.1, QQM00859.1	
OG0004019			QQM00580.1, QQM00858.1	
OG0004020			QQM00581.1, QQM00857.1	
OG0004021			QQM00582.1, QQM00856.1	
OG0004022			QQM00606.1	QRP89428.1
OG0004023			QQM00621.1, QQM01239.1	
OG0004024			QQM00657.1	QRP91274.1
OG0004025			QQM00696.1	QRP89975.1
OG0004026			QQM00705.1, QQM01279.1	
OG0004027			QQM00742.1	QRP87488.1
OG0004028			QQM00757.1	QRP88570.1
OG0004029			QQM00800.1, QQM01144.1	
OG0004030			QQM00816.1, QQM00832.1	
OG0004031			QQM00824.1, QQM01414.1	
OG0004032			QQM00833.1	QRP87816.1
OG0004033			QQM00853.1, QQM01415.1	
OG0004034			QQM00903.1, QQM00908.1	
OG0004035			QQM00928.1	QRP87891.1
OG0004036			QQM01009.1, QQM01182.1	
OG0004037			QQM01043.1, QQM01280.1	
OG0004038			QQM01100.1, QQM01205.1	
OG0004039			QQM01101.1, QQM01326.1	
OG0004040			QQM01116.1	QRP91056.1
OG0004041			QQM01137.1	QRP88361.1
OG0004042			QQM01174.1	QRP91014.1
OG0004043			QQM01178.1, QQM01470.1	
OG0004044			QQM01189.1	QRP91333.1
OG0004045			QQM01196.1	QRP88053.1
OG0004046			QQM01232.1, QQM01400.1	
OG0004047			QQM01278.1	QRP90751.1
OG0004048			QQM01438.1	QRP90235.1
OG0004049				QRP87496.1, QRP90375.1
OG0004050				QRP87501.1, QRP87691.1
OG0004051				QRP87504.1, QRP89817.1
OG0004052				QRP87516.1, QRP88990.1
OG0004053				QRP87529.1, QRP87530.1
OG0004054				QRP87544.1, QRP90895.1
OG0004055				QRP87545.1, QRP87763.1
OG0004056				QRP87547.1, QRP88296.1
OG0004057				QRP87550.1, QRP87551.1
OG0004058				QRP87565.1, QRP87578.1
OG0004059				QRP87575.1, QRP87576.1
OG0004060				QRP87608.1, QRP87614.1
OG0004061				QRP87635.1, QRP87649.1
OG0004062				QRP87638.1, QRP87646.1
OG0004063				QRP87639.1, QRP90281.1
OG0004064				QRP87640.1, QRP89221.1
OG0004065				QRP87641.1, QRP89995.1
OG0004066				QRP87648.1, QRP88073.1
OG0004067				QRP87654.1, QRP89844.1
OG0004068				QRP87655.1, QRP89843.1
OG0004069				QRP87659.1, QRP90302.1
OG0004070				QRP87672.1, QRP88143.1
OG0004071				QRP87687.1, QRP89830.1
OG0004072				QRP87693.1, QRP88126.1
OG0004073				QRP87704.1, QRP90519.1
OG0004074				QRP87706.1, QRP87716.1
OG0004075				QRP87719.1, QRP87720.1
OG0004076				QRP87723.1, QRP91137.1
OG0004077				QRP87734.1, QRP88939.1
OG0004078				QRP87754.1, QRP91093.1
OG0004079				QRP87800.1, QRP90134.1
OG0004080				QRP87848.1, QRP87904.1
OG0004081				QRP87851.1, QRP89222.1
OG0004082				QRP87913.1, QRP90773.1
OG0004083				QRP87938.1, QRP87984.1
OG0004084				QRP87943.1, QRP88404.1
OG0004085				QRP87947.1, QRP87950.1
OG0004086				QRP87957.1, QRP91145.1
OG0004087				QRP87961.1, QRP89719.1
OG0004088				QRP88003.1, QRP88221.1
OG0004089				QRP88026.1, QRP90700.1
OG0004090				QRP88042.1, QRP90197.1
OG0004091				QRP88071.1, QRP90805.1
OG0004092				QRP88074.1, QRP91152.1
OG0004093				QRP88075.1, QRP90742.1
OG0004094				QRP88081.1, QRP90615.1
OG0004095				QRP88086.1, QRP88896.1
OG0004096				QRP88089.1, QRP88090.1
OG0004097				QRP88094.1, QRP90329.1
OG0004098				QRP88095.1, QRP88096.1
OG0004099				QRP88114.1, QRP88395.1
OG0004100				QRP88115.1, QRP88396.1
OG0004101				QRP88119.1, QRP88387.1
OG0004102				QRP88186.1, QRP91585.1
OG0004103				QRP88187.1, QRP89800.1
OG0004104				QRP88198.1, QRP90382.1
OG0004105				QRP88216.1, QRP89207.1
OG0004106				QRP88228.1, QRP91369.1
OG0004107				QRP88230.1, QRP90974.1
OG0004108				QRP88315.1, QRP88925.1
OG0004109				QRP88318.1, QRP88319.1
OG0004110				QRP88339.1, QRP89692.1
OG0004111				QRP88340.1, QRP89834.1
OG0004112				QRP88343.1, QRP88679.1
OG0004113				QRP88376.1, QRP90710.1
OG0004114				QRP88412.1, QRP90947.1
OG0004115				QRP88449.1, QRP89675.1
OG0004116				QRP88450.1, QRP89676.1
OG0004117				QRP88451.1, QRP89677.1
OG0004118				QRP88498.1, QRP90548.1
OG0004119				QRP88499.1, QRP90556.1
OG0004120				QRP88515.1, QRP90787.1
OG0004121				QRP88537.1, QRP88538.1
OG0004122				QRP88548.1, QRP88550.1
OG0004123				QRP88553.1, QRP89945.1
OG0004124				QRP88555.1, QRP91268.1
OG0004125				QRP88638.1, QRP89186.1
OG0004126				QRP88660.1, QRP88661.1
OG0004127				QRP88674.1, QRP90047.1
OG0004128				QRP88676.1, QRP90049.1
OG0004129				QRP88717.1, QRP89374.1
OG0004130				QRP88724.1, QRP89550.1
OG0004131				QRP88726.1, QRP89552.1
OG0004132				QRP88730.1, QRP89554.1
OG0004133				QRP88735.1, QRP90696.1
OG0004134				QRP88740.1, QRP91608.1
OG0004135				QRP88750.1, QRP89712.1
OG0004136				QRP88767.1, QRP90842.1
OG0004137				QRP88808.1, QRP90118.1
OG0004138				QRP88826.1, QRP90061.1
OG0004139				QRP88830.1, QRP90069.1
OG0004140				QRP88835.1, QRP90057.1
OG0004141				QRP88842.1, QRP91546.1
OG0004142				QRP88843.1, QRP91547.1
OG0004143				QRP88848.1, QRP90903.1
OG0004144				QRP88886.1, QRP90775.1
OG0004145				QRP88963.1, QRP90515.1
OG0004146				QRP88978.1, QRP91395.1
OG0004147				QRP88999.1, QRP91017.1
OG0004148				QRP89010.1, QRP90934.1
OG0004149				QRP89032.1, QRP89033.1
OG0004150				QRP89050.1, QRP89106.1
OG0004151				QRP89056.1, QRP89057.1
OG0004152				QRP89071.1, QRP91479.1
OG0004153				QRP89084.1, QRP89681.1
OG0004154				QRP89117.1, QRP89628.1
